version,window_years,start,end,cagr,sharpe,volatility,max_drawdown,avg_bil_weight
base_12m_equal,3,2013-04-04,2016-04-04,0.019003920667144403,0.387584109321425,0.052071781730887556,-0.06953995606768959,0.450146762328819
base_12m_equal,3,2013-05-03,2016-05-03,0.01121161539928317,0.24326457152789271,0.05122708028615447,-0.06953995606768948,0.4536662522141719
base_12m_equal,3,2013-06-04,2016-06-02,0.019074551896202108,0.39929244995192725,0.050518787796196306,-0.05019338206521984,0.4569322745582574
base_12m_equal,3,2013-07-03,2016-07-01,0.0381089375443453,0.8184393099058844,0.0470522058380698,-0.05019338206522195,0.4563037941948178
base_12m_equal,3,2013-08-02,2016-08-02,0.033456674160240896,0.7311729072906568,0.04648849666547772,-0.05019338206521973,0.45296512222608215
base_12m_equal,3,2013-09-03,2016-08-31,0.03917957377372372,0.8619943956038534,0.04580381412895034,-0.05019338206522006,0.44940781973948046
base_12m_equal,3,2013-10-02,2016-09-30,0.03101787896177033,0.6560635992017056,0.048344042824895496,-0.05019338206521906,0.43588123558593644
base_12m_equal,3,2013-10-31,2016-10-31,0.01670054865972248,0.36625974413942247,0.048423800520082085,-0.050193382065219505,0.42572123759081315
base_12m_equal,3,2013-12-02,2016-11-30,0.00871277319981223,0.2005941226056891,0.04930924739871367,-0.06754875939222749,0.4188677638557379
base_12m_equal,3,2014-01-02,2016-12-30,0.00959114127117533,0.2170616842893658,0.049659117969604816,-0.0709102123244465,0.4083848505215996
