date,signal_date,turnover,cost,holdings,leverage,hedge_weight,reason
2019-06-03,2019-05-31,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2019-07-01,2019-06-28,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2019-08-01,2019-07-31,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2019-09-03,2019-08-30,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2019-10-01,2019-09-30,1.8400000000000003,0.0009200000000000001,25,1.0,0.0,next_open_rebalance
2019-11-01,2019-10-31,1.52,0.0007599999999999999,25,1.0,0.0,next_open_rebalance
2019-12-02,2019-11-29,1.52,0.0007599999999999999,25,1.0,0.0,next_open_rebalance
2020-01-02,2019-12-31,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2020-02-03,2020-01-31,1.9200000000000002,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2020-03-02,2020-02-28,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2020-04-01,2020-03-31,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2020-05-01,2020-04-30,1.52,0.0007599999999999999,25,1.0,0.0,next_open_rebalance
2020-06-01,2020-05-29,1.12,0.0005600000000000001,25,1.0,0.0,next_open_rebalance
2020-07-01,2020-06-30,1.12,0.0005600000000000001,25,1.0,0.0,next_open_rebalance
2020-08-03,2020-07-31,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2020-09-01,2020-08-31,1.44,0.0007199999999999999,25,1.0,0.0,next_open_rebalance
2020-10-01,2020-09-30,1.36,0.00068,25,1.0,0.0,next_open_rebalance
2020-11-02,2020-10-30,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2020-12-01,2020-11-30,1.36,0.00068,25,1.0,0.0,next_open_rebalance
2021-01-04,2020-12-31,1.12,0.0005600000000000001,25,1.0,0.0,next_open_rebalance
2021-02-01,2021-01-29,1.36,0.00068,25,1.0,0.0,next_open_rebalance
2021-03-01,2021-02-26,1.4400000000000002,0.0007200000000000002,25,1.0,0.0,next_open_rebalance
2021-04-01,2021-03-31,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2021-05-03,2021-04-30,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2021-06-01,2021-05-28,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2021-07-01,2021-06-30,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2021-08-02,2021-07-30,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2021-09-01,2021-08-31,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2021-10-01,2021-09-30,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2021-11-01,2021-10-29,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2021-12-01,2021-11-30,1.52,0.0007599999999999999,25,1.0,0.0,next_open_rebalance
2022-01-03,2021-12-31,1.8400000000000003,0.0009200000000000001,25,1.0,0.0,next_open_rebalance
2022-02-01,2022-01-31,1.3599999999999999,0.0006799999999999999,25,1.0,0.0,next_open_rebalance
2022-03-01,2022-02-28,1.2800000000000002,0.0006400000000000002,25,1.0,0.0,next_open_rebalance
2022-04-01,2022-03-31,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2022-05-02,2022-04-29,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2022-06-01,2022-05-31,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2022-07-01,2022-06-30,1.52,0.0007599999999999999,25,1.0,0.0,next_open_rebalance
2022-08-01,2022-07-29,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2022-09-01,2022-08-31,1.2000000000000002,0.0006000000000000001,25,1.0,0.0,next_open_rebalance
2022-10-03,2022-09-30,1.44,0.0007199999999999999,25,1.0,0.0,next_open_rebalance
2022-11-01,2022-10-31,1.44,0.0007199999999999999,25,1.0,0.0,next_open_rebalance
2022-12-01,2022-11-30,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2023-01-03,2022-12-30,1.3599999999999999,0.0006799999999999999,25,1.0,0.0,next_open_rebalance
2023-02-01,2023-01-31,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2023-03-01,2023-02-28,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2023-04-03,2023-03-31,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2023-05-01,2023-04-28,1.4400000000000002,0.0007200000000000002,25,1.0,0.0,next_open_rebalance
2023-06-01,2023-05-31,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2023-07-03,2023-06-30,1.28,0.00064,25,1.0,0.0,next_open_rebalance
2023-08-01,2023-07-31,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2023-09-01,2023-08-31,1.8400000000000003,0.0009200000000000001,25,1.0,0.0,next_open_rebalance
2023-10-02,2023-09-29,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2023-11-01,2023-10-31,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2023-12-01,2023-11-30,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2024-01-02,2023-12-29,1.36,0.00068,25,1.0,0.0,next_open_rebalance
2024-02-01,2024-01-31,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2024-03-01,2024-02-29,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2024-04-01,2024-03-28,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2024-05-01,2024-04-30,1.44,0.0007199999999999999,25,1.0,0.0,next_open_rebalance
2024-06-03,2024-05-31,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2024-07-01,2024-06-28,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2024-08-01,2024-07-31,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2024-09-03,2024-08-30,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2024-10-01,2024-09-30,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2024-11-01,2024-10-31,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2024-12-02,2024-11-29,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2025-01-02,2024-12-31,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2025-02-03,2025-01-31,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2025-03-03,2025-02-28,1.8400000000000003,0.0009200000000000001,25,1.0,0.0,next_open_rebalance
2025-04-01,2025-03-31,2.0,0.001,25,1.0,0.0,next_open_rebalance
2025-05-01,2025-04-30,1.9200000000000004,0.0009600000000000001,25,1.0,0.0,next_open_rebalance
2025-06-02,2025-05-30,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2025-07-01,2025-06-30,1.52,0.0007599999999999999,25,1.0,0.0,next_open_rebalance
2025-08-01,2025-07-31,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2025-09-02,2025-08-29,1.8400000000000003,0.0009200000000000001,25,1.0,0.0,next_open_rebalance
2025-10-01,2025-09-30,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2025-11-03,2025-10-31,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2025-12-01,2025-11-28,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2026-01-02,2025-12-31,1.52,0.0007599999999999999,25,1.0,0.0,next_open_rebalance
2026-02-02,2026-01-30,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2026-03-02,2026-02-27,1.6,0.0008,25,1.0,0.0,next_open_rebalance
2026-04-01,2026-03-31,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2026-05-01,2026-04-30,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2026-06-01,2026-05-29,1.6800000000000002,0.00084,25,1.0,0.0,next_open_rebalance
2026-07-01,2026-06-30,1.7600000000000002,0.00088,25,1.0,0.0,next_open_rebalance
2026-08-03,2026-07-31,1.4400000000000002,0.0007200000000000002,25,1.0,0.0,next_open_rebalance
