,frozen_80_20_spy_dc,exp_80_20_vti_dc
2023-04-13,0.012037933624216358,0.011815079035244558
2023-04-14,-0.0037234214391864587,-0.003986408414566667
2023-04-17,0.0024247371535587314,0.0027528146927244144
2023-04-18,0.0009308346073391927,0.0007974119886532516
2023-04-19,-0.0005776917636401646,-5.3959481598397896e-05
2023-04-20,-0.0039319399567311125,-0.004534768752859852
2023-04-21,-0.00035946595621578754,-0.0002780652398956195
2023-04-24,0.0011486695335418907,0.000626453541471661
2023-04-25,-0.012190513421009607,-0.012832668633536649
2023-04-26,-0.003927428416946999,-0.004149047371450188
2023-04-27,0.015963736078550395,0.015061074990368729
2023-04-28,0.006855197084508546,0.00698975522239067
2023-05-01,-0.001532823411062667,-0.0011128658635793708
2023-05-02,-0.008127136949583258,-0.008912793916997008
2023-05-03,-0.004446705003113172,-0.003629539713210628
2023-05-04,-0.005114442250591567,-0.0054136974514451324
2023-05-05,0.014862908442487178,0.01482052204134551
2023-05-08,0.00037962306227085074,0.0010262370705707569
2023-05-09,-0.0031840994477712607,-0.0029552844433031857
2023-05-10,0.003445091680023782,0.0032352568614830044
2023-05-11,-0.0027064476188948805,-0.0023652128267693476
2023-05-12,-0.001434568136545411,-0.002262051029915102
2023-05-15,0.003841060943984032,0.0044890738927178325
2023-05-16,-0.007635070811310119,-0.008491098637567075
2023-05-17,0.009886335760373411,0.01055350510052453
2023-05-18,0.0062129104320580615,0.006462147797341212
2023-05-19,0.00043062840335987844,-0.00032652044654952746
