asof,portfolio_id,event,symbol,target_weight,lookthrough_targets,side,shares,price,notional,commission,spread_bps_cost,theoretical_weight,theoretical_shares,nav,cash,theoretical_weights,final_weights,order_notional,min_order_notional
2016-11-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",SELL,-23.88068839456264,28.802610580166373,687.8261682148863,1.0,0.34391308410744315,0.2,1617.6208796962271,,,,,,
2016-11-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",BUY,2.948773265005684,182.2927891440418,537.5401030312688,1.0,0.2687700515156344,0.6,766.7616116305293,,,,,,
2016-11-01,shadow_60_40_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",BUY,1.3463028370518177,109.62827236548989,147.59285410674843,1.0,0.07379642705337422,0.2,424.9971586609011,,,,,,
2016-11-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}",,"{'SPY': 766.7616116305293, 'VWO': 1617.6208796962271, 'QQQ': 424.96347016981036}",,,,,,,232954.8348416202,0.0067315141852475335,"{'SPY': 0.6, 'VWO': 0.2, 'QQQ': 0.2}","{'VWO': 0.20000316497364412, 'SPY': 0.6000094949209323, 'QQQ': 0.19998731120920352}",,
2016-12-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",SELL,-17.419619841462463,188.97051707232507,3291.794568644495,1.0,1.6458972843222477,0.6,749.3419917890668,,,,,,
2016-12-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",SELL,-1617.6208796962271,27.457130371773204,44415.22738592177,8.088104398481136,22.207613692960884,0.0,0.0,,,,,,
2016-12-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",SELL,-424.96347016981036,109.8808180622787,46695.333748843535,2.1248173508490518,23.347666874421765,0.0,0.0,,,,,,
2016-12-01,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",BUY,403.4363668566922,116.99783434305188,47201.18121746198,2.017181834283461,23.60059060873099,0.2,403.4363668566922,,,,,,
2016-12-01,shadow_60_40_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",BUY,642.8967774241793,73.24564661082182,47089.39016644761,3.2144838871208963,23.544695083223804,0.2,644.4230258251027,,,,,,
2016-12-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",,"{'SPY': 749.3419917890668, 'IWM': 403.4363668566922, 'BIL': 642.8967774241793}",,,,,,,235895.1150362955,1.0,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}","{'SPY': 0.6002817974021988, 'IWM': 0.20009393246739962, 'BIL': 0.19962003095825998}",,
2017-01-03,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",SELL,-2.4064505118409443,193.79591197608372,466.36027156752925,1.0,0.23318013578376462,0.6,746.9355412772259,,,,,,
2017-01-03,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",SELL,-5.479636323860802,121.2468955400899,664.3888929568329,1.0,0.33219444647841645,0.2,397.9567305328314,,,,,,
2017-01-03,shadow_60_40_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",BUY,15.384233232632516,73.29212188720703,1127.5430972273234,1.0,0.5637715486136617,0.2,658.3383983703712,,,,,,
2017-01-03,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",,"{'SPY': 746.9355412772259, 'IWM': 397.9567305328314, 'BIL': 658.2810106568118}",,,,,,,241250.96153581864,0.07692116616294697,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}","{'SPY': 0.6000102693380485, 'IWM': 0.20000342311268285, 'BIL': 0.1999859887063275}",,
2017-02-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",SELL,-3.5972444657254528,195.94022927055596,704.8449053564838,1.0,0.35242245267824185,0.6,743.3382968115004,,,,,,
2017-02-01,shadow_60_40_dc,FILL,BIL,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",SELL,-658.2810106568118,73.2808958905074,48239.422208639815,3.291405053284059,24.119711104319908,0.0,0.0,,,,,,
2017-02-01,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",BUY,3.259192243765824,121.0070588216493,394.38526755243424,1.0,0.19719263377621712,0.2,401.2159227765972,,,,,,
2017-02-01,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",BUY,1666.5249892453664,29.094326525685727,48486.42220031958,8.332624946226833,24.243211100159794,0.2,1668.7088022040311,,,,,,
2017-02-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",,"{'SPY': 743.3382968115004, 'IWM': 401.2159227765972, 'VWO': 1666.5249892453664}",,,,,,,242687.25727075955,0.999999999992724,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}","{'VWO': 0.1997897324548219, 'SPY': 0.6001546102617674, 'IWM': 0.20005153675392248}",,
2017-03-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",SELL,-6.657984315231829,205.29238065049762,1366.8334504076154,1.0,0.6834167252038077,0.6,736.6803124962686,,,,,,
2017-03-01,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",BUY,5.152564127421954,124.05395595749197,639.1959633313561,1.0,0.31959798166567804,0.2,406.36848690401916,,,,,,
2017-03-01,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",BUY,24.29032285673423,29.812322773704697,724.1509452824577,1.0,0.3620754726412288,0.2,1690.9658049646607,,,,,,
2017-03-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",,"{'SPY': 736.6803124962686, 'IWM': 406.36848690401916, 'VWO': 1690.8153121021007}",,,,,,,252053.72679433972,0.12145161428361462,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}","{'VWO': 0.19998566367653503, 'SPY': 0.600010390856509, 'IWM': 0.20000346361883636}",,
2017-04-03,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",SELL,-42.244840330088664,30.554057296644707,1290.7512719331362,1.0,0.6453756359665681,0.2,1648.570471772012,,,,,,
2017-04-03,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",BUY,4.260769438508532,203.94543323424176,868.9644690478397,1.0,0.4344822345239199,0.6,740.9410819347771,,,,,,
2017-04-03,shadow_60_40_dc,PARTIAL_FILL,IWM,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",BUY,3.397502859589328,122.91457139828987,417.60260781088647,1.0,0.20880130390544324,0.2,409.8010193507412,,,,,,
2017-04-03,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}",,"{'SPY': 740.9410819347771, 'IWM': 409.7659897636085, 'VWO': 1648.570471772012}",,,,,,,251848.2946012189,0.016987514297852613,"{'SPY': 0.6, 'IWM': 0.2, 'VWO': 0.2}","{'VWO': 0.20000340574803666, 'SPY': 0.60001021724411, 'IWM': 0.1999863095564762}",,
2017-05-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-2.0941744606955126,30.974913047618532,64.86687182658693,1.0,0.032433435913293465,0.2,1646.4762973113166,,,,,,
2017-05-01,shadow_60_40_dc,FILL,IWM,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-409.7659897636085,124.4022570107753,50975.81397284714,2.0488299488180424,25.48790698642357,0.0,0.0,,,,,,
2017-05-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,0.19975985834162202,206.43630981445312,41.23768800510235,1.0,0.020618844002551175,0.6,741.1408417931187,,,,,,
2017-05-01,shadow_60_40_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,397.11160067634523,128.2798437596836,50941.414089919424,1.9855580033817262,25.47070704495971,0.2,397.5640961936634,,,,,,
2017-05-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 741.1408417931187, 'VWO': 1646.4762973113166, 'QQQ': 397.11160067634523}",,,,,,,254940.25466665122,1.0,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.20004475248864728, 'SPY': 0.6001342574659418, 'QQQ': 0.19981706755776252}",,
2017-06-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-7.333036278841689,133.11244295573277,976.1183733596333,1.0,0.4880591866798167,0.2,389.77856439750354,,,,,,
2017-06-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,2.6077245531602102,209.28192375663733,545.7496111127863,1.0,0.27287480555639315,0.6,743.748566346279,,,,,,
2017-06-01,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,13.674259608087015,31.250378909496376,427.3257940595406,1.0,0.2136628970297703,0.2,1660.2799303327313,,,,,,
2017-06-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 743.748566346279, 'VWO': 1660.1505569194035, 'QQQ': 389.77856439750354}",,,,,,,259417.90999676124,0.06837129804040387,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.19998747947352785, 'SPY': 0.6000091927274164, 'QQQ': 0.2000030642424722}",,
2017-07-03,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",SELL,-4.075725764884396,211.09345208932288,860.3590214788431,1.0,0.43017951073942157,0.6,739.6728405813946,,,,,,
2017-07-03,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",SELL,-1660.1505569194035,31.577579756184512,52423.536618396596,8.300752784597018,26.2117683091983,0.0,0.0,,,,,,
2017-07-03,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",BUY,9.491542049164991,130.3546069139522,1237.2662328261508,1.0,0.6186331164130754,0.2,399.27010644666854,,,,,,
2017-07-03,shadow_60_40_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",BUY,1645.2977955378767,31.58937131934856,51973.92299415162,8.226488977689383,25.98696149707581,0.2,1647.601569913758,,,,,,
2017-07-03,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",,"{'SPY': 739.6728405813946, 'QQQ': 399.27010644666854, 'VEA': 1645.2977955378767}",,,,,,,260161.71410754093,0.999999999992724,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}","{'SPY': 0.6001655311607442, 'VEA': 0.19977544802256175, 'QQQ': 0.20005517705358142}",,
2017-08-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",SELL,-5.029537590821462,135.4925799032241,681.4650239006463,1.0,0.34073251195032317,0.2,394.2405688558471,,,,,,
2017-08-01,shadow_60_40_dc,FILL,VEA,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",SELL,-14.747783569999683,32.75991008231996,483.1360636667053,1.0,0.24156803183335265,0.2,1630.550011967877,,,,,,
2017-08-01,shadow_60_40_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",BUY,5.4000527808890135,215.07402396682556,1161.4110812190468,1.0,0.5807055406095234,0.6,745.0923750564046,,,,,,
2017-08-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",,"{'SPY': 745.0728933622836, 'QQQ': 394.2405688558471, 'VEA': 1630.550011967877}",,,,,,,267079.19587788254,0.02700026390448329,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}","{'SPY': 0.5999936640415136, 'VEA': 0.20000311743194427, 'QQQ': 0.20000311743194427}",,
2017-09-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-5.507571978560122,138.00973274485108,760.0985368341131,1.0,0.38004926841705655,0.2,388.73299687728695,,,,,,
2017-09-01,shadow_60_40_dc,FILL,VEA,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-1630.550011967877,32.68340410963891,53291.924962122685,8.152750059839386,26.64596248106134,0.0,0.0,,,,,,
2017-09-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,1.8708235811682243,215.4738133189262,403.11349108128695,1.0,0.20155674554064348,0.6,746.9437169434518,,,,,,
2017-09-01,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,1563.582644032259,34.26486665444117,53575.95080096391,7.817913220161295,26.787975400481955,0.2,1565.7127036035263,,,,,,
2017-09-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 746.9437169434518, 'QQQ': 388.73299687728695, 'VWO': 1563.582644032259}",,,,,,,268172.6988335215,1.0,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.1997815252410285, 'SPY': 0.6001610593639589, 'QQQ': 0.200053686454653}",,
2017-10-02,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",SELL,-7.806040966304295,219.66131981077575,1714.6852611553848,1.0,0.8573426305776924,0.6,739.1376759771475,,,,,,
2017-10-02,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",SELL,-1563.582644032259,33.9108213546587,53022.37171502284,7.817913220161295,26.51118585751142,0.0,0.0,,,,,,
2017-10-02,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",BUY,4.490767455853586,137.63152362061365,618.0711671749958,1.0,0.30903558358749794,0.2,393.22376433314054,,,,,,
2017-10-02,shadow_60_40_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",BUY,1625.5302913632472,33.24843578594496,54046.33951049933,8.127651456816237,27.02316975524967,0.2,1627.7453218380058,,,,,,
2017-10-02,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}",,"{'SPY': 739.1376759771475, 'QQQ': 393.22376433314054, 'VEA': 1625.5302913632472}",,,,,,,270527.2827465123,0.999999999992724,"{'SPY': 0.6, 'QQQ': 0.2, 'VEA': 0.2}","{'SPY': 0.600161121564745, 'VEA': 0.19978147476216465, 'QQQ': 0.20005370718824833}",,
2017-11-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-6.903334950775047,144.33027924943056,996.3602611977166,1.0,0.49818013059885824,0.2,386.3204293823655,,,,,,
2017-11-01,shadow_60_40_dc,FILL,VEA,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-1625.5302913632472,34.108843137599095,55444.95772352475,8.127651456816237,27.722478861762372,0.0,0.0,,,,,,
2017-11-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,3.0374267476967134,225.38240065372474,684.5825322057208,1.0,0.34229126610286037,0.6,742.1751027248442,,,,,,
2017-11-01,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,1591.2094001945095,34.993664361933696,55682.2476799605,7.956047000972547,27.84112383998025,0.2,1593.366584185745,,,,,,
2017-11-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 742.1751027248442, 'QQQ': 386.3204293823655, 'VWO': 1591.2094001945095}",,,,,,,278714.1894900274,1.000000000007276,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.19978260806112585, 'SPY': 0.6001603530254973, 'QQQ': 0.2000534510084991}",,
2017-12-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-8.519446985200148,231.25193135757561,1970.138569426009,1.0,0.9850692847130045,0.6,733.6556557396441,,,,,,
2017-12-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,1.851593887259014,145.69080817325835,269.76020984343074,1.0,0.13488010492171537,0.2,388.1720232696245,,,,,,
2017-12-01,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,49.204522920613776,34.471715296624545,1696.164305425635,1.0,0.8480821527128175,0.2,1640.5651791263804,,,,,,
2017-12-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 733.6556557396441, 'QQQ': 388.1720232696245, 'VWO': 1640.4139231151232}",,,,,,,282760.51087045984,0.24602261460313457,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.19998507412567795, 'SPY': 0.6000105418501198, 'QQQ': 0.20000351395003996}",,
2018-01-02,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-49.02320882340291,36.42011997451267,1785.4311468839223,1.0,0.8927155734419612,0.2,1591.3907142917203,,,,,,
2018-01-02,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,5.808293442583931,235.13779463458457,1365.7493106797046,1.0,0.6828746553398524,0.6,739.463949182228,,,,,,
2018-01-02,shadow_60_40_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,2.800586175619212,148.2299326915804,415.13070030900633,1.0,0.20756535015450317,0.2,391.0049723993566,,,,,,
2018-01-02,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 739.463949182228, 'QQQ': 390.97260944524373, 'VWO': 1591.3907142917203}",,,,,,,289788.4205485704,0.014002930878064035,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.20000330113644288, 'SPY': 0.6000099034093286, 'QQQ': 0.19998674713300557}",,
2018-02-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-5.912354856470358,159.1558811073044,940.98604660059,1.0,0.470493023300295,0.2,385.0602545887734,,,,,,
2018-02-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-11.55521271486191,38.791762836896666,448.247071164816,1.0,0.22412353558240802,0.2,1579.8355015768584,,,,,,
2018-02-01,shadow_60_40_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,5.612231386594697,246.75248249293085,1384.832026966985,1.0,0.6924160134834925,0.6,745.0940733725128,,,,,,
2018-02-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 745.0761805688227, 'QQQ': 385.0602545887734, 'VWO': 1579.8355015768584}",,,,,,,306418.6334598235,0.02806115693283573,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.20000286342414814, 'SPY': 0.5999941815738626, 'QQQ': 0.2000028634241481}",,
2018-03-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-9.61780957683169,158.39849446045145,1523.446556977451,1.0,0.7617232784887256,0.2,375.4424450119417,,,,,,
2018-03-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,3.683959949130326,238.2719705350681,877.7843964515521,1.0,0.4388921982257761,0.6,748.760140517953,,,,,,
2018-03-01,shadow_60_40_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,17.217608636831955,37.23414733119148,641.0829766745959,1.0,0.32054148833729795,0.2,1597.1768473028542,,,,,,
2018-03-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 748.760140517953, 'QQQ': 375.4424450119417, 'VWO': 1597.0531102136904}",,,,,,,297343.0690752468,0.08608804318419061,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.19998754632611163, 'SPY': 0.6000091231121932, 'QQQ': 0.20000304103739777}",,
2018-04-02,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-0.9562739239908069,231.41685743848606,221.2979063403222,1.0,0.1106489531701611,0.6,747.8038665939622,,,,,,
2018-04-02,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",SELL,-23.356434183694773,36.65560702250287,856.1442728844683,1.0,0.42807213644223413,0.2,1573.6966760299956,,,,,,
2018-04-02,shadow_60_40_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",BUY,7.119338766221065,150.77485088321868,1073.417240864099,1.0,0.5367086204320495,0.2,382.58904977365086,,,,,,
2018-04-02,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}",,"{'SPY': 747.8038665939622, 'QQQ': 382.56178377816275, 'VWO': 1573.6966760299956}",,,,,,,288419.95921616256,0.03559669383093933,"{'SPY': 0.6, 'QQQ': 0.2, 'VWO': 0.2}","{'VWO': 0.2000028260386148, 'SPY': 0.6000084781158443, 'QQQ': 0.19998857242587914}",,
2018-05-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-4.373031143865887,232.5803102933891,1017.0809403629823,1.0,0.5085404701814912,0.6,743.4308354500963,,,,,,
2018-05-01,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-382.56178377816275,152.2257998756392,58235.773537482164,1.9128089188908137,29.11788676874108,0.0,0.0,,,,,,
2018-05-01,shadow_60_40_dc,FILL,VWO,,"{'SPY': 0.6, 'BIL': 0.4}",SELL,-1573.6966760299956,35.596880711399486,56018.69285256563,7.8684833801499785,28.009346426282818,0.0,0.0,,,,,,
2018-05-01,shadow_60_40_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.6, 'BIL': 0.4}",BUY,1553.9322383477506,74.09385360875011,115136.82778605561,7.769661191738753,57.5684138930278,0.4,1555.7509471135352,,,,,,
2018-05-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'BIL': 0.4}",,"{'SPY': 743.4308354500963, 'BIL': 1553.9322383477506}",,,,,,,288045.20217671245,0.9999999999708962,"{'SPY': 0.6, 'BIL': 0.4}","{'SPY': 0.6002786128150129, 'BIL': 0.39971791550765173}",,
2018-06-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}",SELL,-9.19757542707248,240.10764786706392,2208.408201874279,1.0,1.1042041009371395,0.6,734.2332600230238,,,,,,
2018-06-01,shadow_60_40_dc,FILL,BIL,,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}",SELL,-762.0803552299095,74.21212005615234,56555.59881475727,3.8104017761495474,28.277799407378637,0.2,791.8518831178411,,,,,,
2018-06-01,shadow_60_40_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}",BUY,362.13973757918023,162.0884108928595,58698.65458536649,1.8106986878959013,29.349327292683242,0.2,362.5490970818094,,,,,,
2018-06-01,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}",,"{'SPY': 734.2332600230238, 'BIL': 791.8518831178411, 'QQQ': 362.13973757918023}",,,,,,,293759.68265189265,0.999999999992724,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}","{'SPY': 0.6001334814172082, 'QQQ': 0.19981862063394457, 'BIL': 0.20004449380573608}",,
2018-07-02,shadow_60_40_dc,FILL,QQQ,,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}",SELL,-0.04536748753059783,161.59904565303333,7.331342688620499,1.0,0.003665671344310249,0.2,362.09437009164964,,,,,,
2018-07-02,shadow_60_40_dc,FILL,BIL,,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}",SELL,-4.474836527610023,74.31522787785673,332.548496265496,1.0,0.166274248132748,0.2,787.3770465902311,,,,,,
2018-07-02,shadow_60_40_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}",BUY,1.414535982730851,238.6182207068534,337.534059325056,1.0,0.168767029662528,0.6,735.6618174816467,,,,,,
2018-07-02,shadow_60_40_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}",,"{'SPY': 735.6477960057547, 'BIL': 787.3770465902311, 'QQQ': 362.09437009164964}",,,,,,,292567.184508785,0.007072679913619595,"{'SPY': 0.6, 'QQQ': 0.2, 'BIL': 0.2}","{'SPY': 0.5999954111208274, 'QQQ': 0.2000022823523115, 'BIL': 0.2000022823523115}",,
2018-08-01,shadow_60_40_dc,FILL,SPY,,"{'SPY': 0.6, 'IWM': 0.2, 'BIL': 0.2}",SELL,-6.747137408323852,249.287134071185,1681.9745477055355,1.0,0.8409872738527678,0.6,728.9006585974308,,,,,,
