asof,portfolio_id,event,symbol,target_weight,lookthrough_targets,side,shares,price,notional,commission,spread_bps_cost,theoretical_weight,theoretical_shares,nav,cash,theoretical_weights,final_weights,need
2016-12-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",BUY,319.69380231871094,73.24564661082182,23416.17926830623,1.5984690115935547,11.708089634153115,0.1,320.46571390405546,,,,,
2016-12-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",,"{'SPY': 993.709232325058, 'IWM': 200.62523860635156, 'BIL': 319.69380231871094}",,,,,,,234671.64515181683,1.0,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}","{'SPY': 0.800189334039599, 'IWM': 0.10002366675494988, 'BIL': 0.09978273793221815}",
2017-01-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",SELL,-1.5974423868440226,193.79591197608372,309.57780418768925,1.0,0.15478890209384463,0.8,992.111789938214,,,,,
2017-01-03,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",SELL,-2.4065458133797506,121.2468955400899,291.7862088472953,1.0,0.14589310442364764,0.1,198.2186927929718,,,,,
2017-01-03,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",BUY,8.168997009018062,73.29212188720703,598.7231244811815,1.0,0.29936156224059074,0.1,327.91247572486503,,,,,
2017-01-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",,"{'SPY': 992.111789938214, 'IWM': 198.2186927929718, 'BIL': 327.862799327729}",,,,,,,240330.41134805747,0.040844985044941495,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}","{'SPY': 0.800011983647175, 'IWM': 0.10000149795589687, 'BIL': 0.09998634844346777}",
2017-02-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-2.3953074693139342,195.94022927055596,469.33709471084745,1.0,0.23466854735542375,0.8,989.7164824689,,,,,
2017-02-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-327.862799327729,73.2808958905074,24026.079663905628,1.6393139966386452,12.013039831952815,0.0,0.0,,,,,
2017-02-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,2.105648175463301,121.0070588216493,254.7982926259862,1.0,0.1273991463129931,0.1,200.3243409684351,,,,,
2017-02-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,832.0309811142861,29.094326525685727,24207.381044025693,4.160154905571431,12.103690522012846,0.1,833.1747871728481,,,,,
2017-02-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",,"{'SPY': 989.7164824689, 'IWM': 200.3243409684351, 'VWO': 832.0309811142861}",,,,,,,242374.31484280567,0.999999999996362,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}","{'VWO': 0.0998760163993682, 'SPY': 0.8001065402230292, 'IWM': 0.10001331752787865}",
2017-03-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-4.436638405180247,205.29238065049762,910.80806028488,1.0,0.45540403014244,0.8,985.2798440637198,,,,,
2017-03-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,3.4886322189149155,124.05395595749197,432.77862763715837,1.0,0.2163893138185792,0.1,203.81297318735002,,,,,
2017-03-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,15.934365492368405,29.812322773704697,475.04044725266886,1.0,0.23752022362633443,0.1,848.0991498471913,,,,,
2017-03-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",,"{'SPY': 985.2798440637198, 'IWM': 203.81297318735002, 'VWO': 847.9653466066545}",,,,,,,252834.14667992253,0.07967182746176604,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}","{'VWO': 0.09998576911352546, 'SPY': 0.8000123695746605, 'IWM': 0.10000154619683256}",
2017-04-03,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",SELL,-23.512581099289264,30.554057296644707,718.4047500996895,1.0,0.35920237504984476,0.1,824.4527655073653,,,,,
2017-04-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,2.8423859351950114,203.94543323424176,579.691630972262,1.0,0.28984581548613103,0.8,988.1222299989148,,,,,
2017-04-03,candidate_80_20_dc,PARTIAL_FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",BUY,1.0988991083463573,122.91457139828987,135.0707129123554,1.0,0.0675353564561777,0.1,204.94215412477692,,,,,
2017-04-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}",,"{'SPY': 988.1222299989148, 'IWM': 204.91187229569638, 'VWO': 824.4527655073653}",,,,,,,251900.05377334513,0.005494495541739752,"{'SPY': 0.8, 'IWM': 0.1, 'VWO': 0.1}","{'VWO': 0.10000147541991015, 'SPY': 0.8000118033592812, 'IWM': 0.09998669940860394}",
2017-05-01,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-1.1634021622311366,30.974913047618532,36.03628081452084,1.0,0.018018140407260422,0.1,823.2893633451341,,,,,
2017-05-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-204.91187229569638,124.4022570107753,25491.499401888388,1.024559361478482,12.745749700944193,0.0,0.0,,,,,
2017-05-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,0.12703547441481078,206.43630981445312,26.224734553721913,1.0,0.013112367276860956,0.8,988.2492654733296,,,,,
2017-05-01,candidate_80_20_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,198.55642227991652,128.2798437596836,25470.786827549447,1.0,12.735393413774725,0.1,198.79441458019167,,,,,
2017-05-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 988.2492654733296, 'VWO': 823.2893633451341, 'QQQ': 198.55642227991652}",,,,,,,254983.6275934636,0.9927821113997197,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.10001158381550325, 'SPY': 0.800092670524026, 'QQQ': 0.09989185214730383}",
2017-06-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-3.997499423619246,133.11244295573277,532.1169139920916,1.0,0.2660584569960458,0.1,194.55892285629727,,,,,
2017-06-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,1.7345059049695237,209.28192375663733,363.00073255926907,1.0,0.18150036627963453,0.8,989.9837713782991,,,,,
2017-06-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,5.32958277238487,31.250378909496376,166.55148106655136,1.0,0.08327574053327567,0.1,828.7327841765057,,,,,
2017-06-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 989.9837713782991, 'VWO': 828.618946117519, 'QQQ': 194.55892285629727}",,,,,,,258978.60436781304,0.02664791386192178,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.09998762678087214, 'SPY': 0.8000109069537151, 'QQQ': 0.10000136336921439}",
2017-07-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-2.718468163188959,211.09345208932288,573.8508289624781,1.0,0.28692541448123904,0.8,987.2653032151102,,,,,
2017-07-03,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-828.618946117519,31.577579756184512,26165.780858511516,4.143094730587595,13.082890429255757,0.0,0.0,,,,,
2017-07-03,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,5.28560692052443,130.3546069139522,689.0032124266274,1.0,0.3445016062133137,0.1,199.8445297768217,,,,,
2017-07-03,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,823.4628602284657,31.58937131934856,26012.67405944983,4.117314301142328,13.006337029724914,0.1,824.6651970248337,,,,,
2017-07-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",,"{'SPY': 987.2653032151102, 'QQQ': 199.8445297768217, 'VEA': 823.4628602284657}",,,,,,,260469.57016610075,0.999999999992724,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}","{'SPY': 0.8001135827528345, 'VEA': 0.09986838018299649, 'QQQ': 0.10001419784410431}",
2017-08-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-3.235872792214508,135.4925799032241,438.43675285579315,1.0,0.21921837642789654,0.1,196.6086569846072,,,,,
2017-08-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-10.303907740096292,32.75991008231996,337.55509106207523,1.0,0.1687775455310376,0.1,813.1589524883694,,,,,
2017-08-01,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,3.5950379265184913,215.07402396682556,773.1992731696848,1.0,0.38659963658484237,0.8,990.8779749343026,,,,,
2017-08-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",,"{'SPY': 990.8603411416286, 'QQQ': 196.6086569846072, 'VEA': 813.1589524883694}",,,,,,,266386.3670659662,0.017975189632579713,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}","{'SPY': 0.7999970985966366, 'VEA': 0.10000141696273729, 'QQQ': 0.10000141696273729}",
2017-09-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-2.9881204556314174,138.00973274485108,412.38970549111457,1.0,0.20619485274555727,0.1,193.62053652897578,,,,,
2017-09-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-813.1589524883694,32.68340410963891,26576.80264954804,4.065794762441847,13.28840132477402,0.0,0.0,,,,,
2017-09-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,1.2423404302682002,215.4738133189262,267.6918299501646,1.0,0.1338459149750823,0.8,992.1026815718968,,,,,
2017-09-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,778.7448588041929,34.26486665444117,26683.588744757286,3.893724294020964,13.341794372378642,0.1,779.8518164323622,,,,,
2017-09-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 992.1026815718968, 'QQQ': 193.62053652897578, 'VWO': 778.7448588041929}",,,,,,,267178.25524726487,1.0,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.09987185791022733, 'SPY': 0.8001105771290772, 'QQQ': 0.10001382214113465}",
2017-10-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-5.187909722872519,219.66131981077575,1139.5830967853333,1.0,0.5697915483926667,0.8,986.9147718490243,,,,,
2017-10-02,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",SELL,-778.7448588041929,33.9108213546587,26407.8777877679,3.893724294020964,13.203938893883949,0.0,0.0,,,,,
2017-10-02,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,3.270222599260592,137.63152362061365,450.0857189147987,1.0,0.22504285945739935,0.1,196.89075912823637,,,,,
2017-10-02,candidate_80_20_dc,PARTIAL_FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",BUY,813.8693667795941,33.24843578594496,27059.883379519022,4.069346833897971,13.52994168975951,0.1,815.0270689454104,,,,,
2017-10-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}",,"{'SPY': 986.9147718490243, 'QQQ': 196.89075912823637, 'VEA': 813.8693667795941}",,,,,,,270946.2598702648,0.999999999996362,"{'SPY': 0.8, 'QQQ': 0.1, 'VEA': 0.1}","{'SPY': 0.8001106988113061, 'VEA': 0.09987177306848932, 'QQQ': 0.10001383735141327}",
2017-11-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-3.8531908636766445,144.33027924943056,556.1321133558047,1.0,0.27806605667790235,0.1,193.03756826455972,,,,,
2017-11-01,candidate_80_20_dc,FILL,VEA,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-813.8693667795941,34.108843137599095,27760.142565982278,4.069346833897971,13.880071282991139,0.0,0.0,,,,,
2017-11-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,2.0237096807925354,225.38240065372474,456.10854608320466,1.0,0.22805427304160233,0.8,988.9384815298168,,,,,
2017-11-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,795.0531881686511,34.993664361933696,27821.824416659092,3.9752659408432556,13.910912208329545,0.1,796.1774407244544,,,,,
2017-11-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 988.9384815298168, 'QQQ': 193.03756826455972, 'VWO': 795.0531881686511}",,,,,,,278573.31961595337,1.0,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.09987253788343695, 'SPY': 0.800110108797637, 'QQQ': 0.10001376359970462}",
2017-12-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-5.6798210532502935,231.25193135757561,1313.4695883295497,1.0,0.6567347941647749,0.8,983.2586604765665,,,,,
2017-12-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,2.0506352314901335,145.69080817325835,298.7587041443543,1.0,0.14937935207217715,0.1,195.08820349604986,,,,,
2017-12-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,29.335716442377205,34.471715296624545,1011.2524652241344,1.0,0.5056262326120672,0.1,824.5182401814427,,,,,
2017-12-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 983.2586604765665, 'QQQ': 195.08820349604986, 'VWO': 824.3889046110284}",,,,,,,284221.26858370705,0.14667858221196184,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.09998583059971819, 'SPY': 0.8000121362919822, 'QQQ': 0.10000151703649778}",
2018-01-02,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-27.731249594581072,36.42011997451267,1009.9754372777986,1.0,0.5049877186388994,0.1,796.6576550164473,,,,,
2018-01-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,3.8856620906382204,235.13779463458457,913.6660146878804,1.0,0.4568330073439402,0.8,987.1443225672048,,,,,
2018-01-02,candidate_80_20_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,0.6236590545674924,148.2299326915804,92.44493968103406,1.0,0.046222469840517026,0.1,195.73892295210482,,,,,
2018-01-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 987.1443225672048, 'QQQ': 195.71186255061735, 'VWO': 796.6576550164473}",,,,,,,290139.66569993354,0.003118295272827254,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.10000138141856135, 'SPY': 0.8000110513484908, 'QQQ': 0.09998755648538162}",
2018-02-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-3.6782651069347594,159.1558811073044,585.4175240404549,1.0,0.2927087620202274,0.1,192.0335974436826,,,,,
2018-02-01,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-8.777080167074018,38.791762836896666,340.4784122415647,1.0,0.17023920612078233,0.1,787.8805748493733,,,,,
2018-02-01,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,3.736361382323127,246.75248249293085,921.9564465789504,1.0,0.46097822328947513,0.8,990.8966619366936,,,,,
2018-02-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 990.8806839495279, 'QQQ': 192.0335974436826, 'VWO': 787.8805748493733}",,,,,,,305628.84010735556,0.01868180691155885,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.1000012838860986, 'SPY': 0.7999973711020042, 'QQQ': 0.1000012838860986}",
2018-03-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-5.2559345980966725,158.39849446045145,832.5321273211109,1.0,0.41626606366055546,0.1,186.77766284558592,,,,,
2018-03-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,2.44809163898276,238.2719705350681,583.3116188708467,1.0,0.29165580943542335,0.8,993.3287755885107,,,,,
2018-03-01,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,6.590069809772895,37.23414733119148,245.37563021992096,1.0,0.12268781510996048,0.1,794.5744085510094,,,,,
2018-03-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 993.3287755885107, 'QQQ': 186.77766284558592, 'VWO': 794.4706446591462}",,,,,,,295849.17532613786,0.03295034904886052,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.09998823556271662, 'SPY': 0.8000103582771432, 'QQQ': 0.10000129478464288}",
2018-04-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-0.6396939575715805,231.41685743848606,148.0359653836034,1.0,0.07401798269180171,0.8,992.6890816309391,,,,,
2018-04-02,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",SELL,-11.080986347456701,36.65560702250287,406.1802809740923,1.0,0.20309014048704616,0.1,783.3896583116895,,,,,
2018-04-02,candidate_80_20_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",BUY,3.652323212378205,150.77485088321868,550.6784877236421,1.0,0.27533924386182107,0.1,190.45366844904075,,,,,
2018-04-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}",,"{'SPY': 992.6890816309391, 'QQQ': 190.42998605796413, 'VWO': 783.3896583116895}",,,,,,,287152.6821582938,0.01826161606174992,"{'SPY': 0.8, 'QQQ': 0.1, 'VWO': 0.1}","{'VWO': 0.10000123712839469, 'SPY': 0.8000098970271575, 'QQQ': 0.099988802248956}",
2018-05-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-2.907830777309414,232.5803102933891,676.3041844672903,1.0,0.3381520922336451,0.8,989.7812508536297,,,,,
2018-05-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-190.42998605796413,152.2257998756392,28988.356947980414,1.0,14.494178473990207,0.0,0.0,,,,,
2018-05-01,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-783.3896583116895,35.596880711399486,27886.228217465214,3.9169482915584473,13.943114108732608,0.0,0.0,,,,,
2018-05-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,775.8078718013148,74.09385360875011,57482.59488176259,3.8790393590065744,28.741297440881294,0.2,776.7298474637918,,,,,
2018-05-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'BIL': 0.2}",,"{'SPY': 989.7812508536297, 'BIL': 775.8078718013148}",,,,,,,287687.22532787855,0.9999999999854481,"{'SPY': 0.8, 'BIL': 0.2}","{'SPY': 0.8001871830900791, 'BIL': 0.19980934091268526}",
2018-06-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-6.124469936873652,240.10764786706392,1470.532070975278,1.0,0.7352660354876389,0.8,983.656780916756,,,,,
2018-06-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-377.98957103773563,74.21212005615234,28051.40742582596,1.8899478551886781,14.02570371291298,0.1,397.8183007635792,,,,,
2018-06-01,candidate_80_20_dc,PARTIAL_FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",BUY,181.9293214909395,162.0884108928595,29488.634615282535,1.0,14.744317307641268,0.1,182.1409645154454,,,,,
2018-06-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",,"{'SPY': 983.656780916756, 'BIL': 397.8183007635792, 'QQQ': 181.9293214909395}",,,,,,,295195.9997331013,0.9096466074552154,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}","{'SPY': 0.8000905032180423, 'QQQ': 0.09989510237924772, 'BIL': 0.10001131290225529}",
2018-07-02,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-0.1937786151334535,161.59904565303333,31.31443927353253,1.0,0.01565721963676626,0.1,181.73554287580603,,,,,
2018-07-02,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-2.632937970432579,74.31522787785673,195.6673852609587,1.0,0.09783369263047935,0.1,395.1853627931466,,,,,
2018-07-02,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",BUY,0.9415079098046771,238.6182207068534,224.66094221902068,1.0,0.11233047110951033,0.8,984.6118273103922,,,,,
2018-07-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",,"{'SPY': 984.5982888265607, 'BIL': 395.1853627931466, 'QQQ': 181.73554287580603}",,,,,,,293679.6770782783,0.004707539549002604,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}","{'SPY': 0.7999977871406607, 'QQQ': 0.10000109841491775, 'BIL': 0.10000109841491775}",
2018-08-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",SELL,-4.516235622405475,249.287134071185,1125.8394350996552,1.0,0.5629197175498276,0.8,980.0820532041553,,,,,
2018-08-01,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",SELL,-181.73554287580603,168.0804570997395,30546.193117834784,1.0,15.273096558917393,0.0,0.0,,,,,
2018-08-01,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",BUY,203.5143594256759,150.06425522463786,30540.230774733314,1.0175717971283795,15.270115387366657,0.1,203.5143594256759,,,,,
2018-08-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",BUY,14.728681226786822,74.41678528054683,1096.061108319416,1.0,0.548030554159708,0.1,410.3943842722911,,,,,
2018-08-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}",,"{'SPY': 980.0820532041553, 'BIL': 409.91404401993344, 'IWM': 203.5143594256759}",,,,,,,305366.63601331797,0.07364340613389686,"{'SPY': 0.8, 'IWM': 0.1, 'BIL': 0.1}","{'SPY': 0.8000934528656591, 'IWM': 0.10001168160820739, 'BIL': 0.09989462436224242}",
2018-09-04,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-1.4831150067811905,256.61799092686505,380.59399335367294,1.0,0.19029699667683647,0.8,978.5989381973741,,,,,
2018-09-04,candidate_80_20_dc,FILL,IWM,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",SELL,-203.5143594256759,156.48525448042915,31846.99632514842,1.0175717971283795,15.92349816257421,0.0,0.0,,,,,
2018-09-04,candidate_80_20_dc,FILL,QQQ,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",BUY,177.50658565720497,176.84280030625186,31390.76168042169,1.0,15.695380840210843,0.1,177.50658565720497,,,,,
2018-09-04,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'QQQ': 0.1, 'BIL': 0.1}",BUY,10.74122909941071,74.5372349268651,800.6215167860556,1.0,0.4003107583930278,0.1,421.14201997460555,,,,,
